name,description,availability,price,discount_price,sku
Case FAN Snowman LK120 ARGB 6 pin black,"FAN Size 120 mm
FAN speed : 1200RPM
Air Flow: 38 CFM
Noise Level: 20 dB
Connectors: 6 pin (only with Controller)
RGB support with Controller",Out of Stock,€12.00,,case-fan-snowman-lk120-argb-6-pin-black
Case FAN Snowman LK120 ARGB 6 pin white,"FAN Size 120 mm
FAN speed : 1200 RPM
Air Flow: 38 CFM
Noise Level: 20 dB
Connectors: 6 pin (only with Controller)
RGB support with Controller",Out of Stock,€12.00,,case-fan-snowman-lk120-argb-6-pin-white
ORICO USB Sound adapter SC2,"Adapter Interface USB
Silence Switch, Volume Adjustment
OutPut: 1 x Microphone Input, 2 x  Audio Output
Support OS: Windows, Mac OS, Linux",Out of Stock,€12.00,,orico-usb-sound-adapter-sc2
TA S120-A Case FAN RGB 120 black,"FAN Size 120 mm
FAN speed : 800-1600 RPM
Air Flow: 45 CFM
Noise Level: 19 dB
Connectors:6 pin 
Connection only with controller",Out of Stock,€12.00,,ta-s120-a-case-fan-rgb-120-black
AMD Standard Cooler for Ryzen 7 105W / AM 4 Socket,"Base: AM4
Standard boxed cooler
120 mm FAN
Support Ryzen 7 105W TDP",Out of Stock,€12.00,,amd-standard-cooler-for-ryzen-7-105w-am-4-socket
Thermal paste Compound MX4 8gr,"The ARCTIC MX-4 is a new thermal compound that guarantees exceptional heat dissipation from components and maintains
the needed stability to push your computer system to its maximum.
The ARCTIC MX-4 continues to be overclocker’s ultimate choice...",Out of Stock,€12.00,,thermal-paste-compound-mx4-8gr-4895213701662
Natec COLORS SERIES XL Mousepad Obsidian Black,"Material: Fabric,Rubber
Waterproof: Yes
Size: 800 x 400 x 2.5mm
Colour: Black",Out of Stock,€12.00,,natec-colors-series-xl-mousepad-obsidian-black
Alcatroz AIRMOUSE DUO 3 Wireless/BT Silent Mouse Blue,Type:2.4GHz+Bluetooth|Dpi:12000|Silent:Yes,Out of Stock,€12.00,,alcatroz-airmouse-duo-3-wireless-bt-silent-mouse-blue
Baseus F01A Wireless Mouse Frosted Gray,Type:Wireless|Dpi:800/1200/1600|Silent:Yes,Out of Stock,€12.00,,baseus-f01a-wireless-mouse-frosted-gray
Alcatroz AIRMOUSE DUO 3 Wireless/BT Silent Mouse White,Type:2.4GHz+Bluetooth|Silent:Yes,Out of Stock,€12.00,,alcatroz-airmouse-duo-3-wireless-bt-silent-mouse-white
Orico 2.5 in Hard Drive Enclosure /  2139U3,"Interface SATA I, II,III
Max Capacity Drive 2 TB
Supported 2.5 inch HDD / SSD",Out of Stock,€12.00,,orico-25-in-hard-drive-enclosure-2139u3-6954301189633
Unitek Y-C610BK DisplayPort Cable M-M 5.0m,Cable Type:Displayport|Display Port Type:DP to DP|Length:5.0m,Out of Stock,€12.00,,unitek-y-c610bk-displayport-cable-m-m-50m
Unitek Y-1096 USB3.0 to SATA6G 2.5'' HDD Converter,"Size:2.5""",Out of Stock,€12.00,,unitek-y-1096-usb30-to-sata6g-25-hdd-converter-4894160034014
Unitek Y-1468 USB2.0 Fast Ethernet Converter,Interface:USB-A|Ethernet Speed:Fast Ethernet|Ethernet Type:RJ45,Out of Stock,€12.34,,unitek-y-1468-usb20-fast-ethernet-converter
Unitek Y-6331 Mini DisplayPort to 4K HDMI Converter,Input:Mini Displayport|Cable Type:Displayport|HDMI Output:Yes|Display Port Type:Mini DP to HDMI|Length:0.2m|USB Version:1.2,Out of Stock,€12.34,,unitek-y-6331-mini-displayport-to-4k-hdmi-converter
Unitek Converter USB-C 1.1 to Serial 1.5m Y-1105K,Input:USB Type-C|Cable Type:Serial|USB Type:Type C|USB Version:1.1|RS232 Output:Yes|Length:1.5m,Out of Stock,€12.34,,unitek-converter-usb-c-11-to-serial-15m-y-1105k
Unitek Y-C611BK Mini DisplayPort to DisplayPort 2m,Cable Type:Displayport|Display Port Type:Mini DP to DP|Length:2.0m,Out of Stock,€12.34,,unitek-y-c611bk-mini-displayport-to-displayport-2m-4894160033253
Alcatroz XPLORER C3300 Wired Keyboard & Mouse Black,Type:Wired|Silent:Yes,Out of Stock,€12.34,,alcatroz-xplorer-c3300-wired-combo-keyboard-mouse-8886411967529
Orico HDC 2.5'' to 3.5'' HDD Converter Box 1125SS-V1,"Size:2.5""-3.5""|Housing Material:Plastic|Transfer Speed:SATA III 6Gbps",Out of Stock,€12.35,,orico-hdc-25-to-35-hdd-converter-box-1125ss-v1
Unitek Y-5118DA DisplayPort to HDMI 1080p Adaptor,Input:Displayport|Cable Type:Displayport|HDMI Output:Yes|Display Port Type:DP to HDMI Adaptor,Out of Stock,€12.35,,unitek-y-5118da-displayport-to-hdmi-adaptor-4894160010483
Sonoff LED strip amplifier & power adapter,"This LED power amplifier with a Sonoff power adapter is designed to extend existing Sonoff LED lighting systems. With this signal amplifier, you have the option to extend your Sonoff LED strip system, as the included power adapter provides...",Out of Stock,€12.35,,sonoff-led-strip-amplifier-power-adapter
Armaggeddon Infenion Aurora  Ring 1 RGB Fan,Type:Fan|LED TYPE:Single|Color:RGB,Out of Stock,€12.40,,armaggeddon-infenion-aurora-ring-1-rgb-fan-8886411986056
Transcend Jetflash 700 64 GB USB flash drive,"USB 3.1 Gen 1 interface
Sturdy structure &amp; smooth surface
Exclusive Transcend Elite data management software",Out of Stock,€12.50,,transcend-jetflash-700-64-gb-usb-flash-drive-0760557823377
Case FAN Be Quiet PURE WINGS 3 120 mm BL104,"FAN Size: 120 mm
Fan Speed max 1600 RPM
Connectivity: 4-Pin
CFM: 49,9
Noise 25.5 dB",Out of Stock,€12.50,,case-fan-be-quiet-pure-wings-3-120-mm-bl104-4260052190760
USB flash drive Imation HD16 Metal USB 3.0 4GB,"USB version: USB 3.0
Storage Capacity: 64 GB
Warranty: 3 Year",Out of Stock,€12.50,,usb-flash-drive-imation-hd16-metal-usb-30-4gb-4712927861188
Unitek Y-5118BA Displayport to DVI Cable 1.8m Black/Gold...,"Supports resolutions up to 1920x1200
Supported on any DVI-D display including televisions and Apple Cinema Display HD
Compliant with DisplayPort 1.1a specifications
Colour: Black
Length: 1.8m",Out of Stock,€12.50,,unitek-y-5118ba-displayport-to-dvi-cable-18m-blackgold-plated
TP-LINK 5-port Desktop Switch TL-SF1005D,"TP-Link TL-SF1005D 5 port Fast Ethernet Switch provides 5 10/100Mbps Auto-Negotiation RJ45 ports. All ports support Auto MDI/MDIX function, eliminating the need for crossover cables or Uplink ports.
Ideal for homes &amp; small...",Out of Stock,€12.50,,tp-link-5-port-desktop-switch-tl-sf1005d-6935364083090
Techlink iWiresPRO HDMI to HDMI 1.0m 711201,Type:HDMI|Length:1.0m,Out of Stock,€12.59,,techlink-iwirespro-hdmi-to-hdmi-10m-711201
Techlink iWires Optical Cable 3.0m 710213,Type:Optical|Length:3.0m,Out of Stock,€12.59,,techlink-iwires-optical-cable-30m-710213
Unitek C1047GB Premium Certified HDMI2.0 Cable 1.5m,Type:HDMI|Length:1.5m|Version:2.0,Out of Stock,€12.59,,unitek-c1047gb-premium-certified-hdmi20-cable-15m
Unitek Y-5118E DisplayPort to VGA-Female Adaptor Black,Input:Displayport|VGA Output:Yes,Out of Stock,€12.82,,unitek-y-5118e-displayport-to-vga-female-adaptor-black-4894160010490
Teltonika DIN Rail Kit for Routers,No description available,Out of Stock,€12.82,,teltonika-din-rail-kit-for-routers
iCable MB 24P Individual Sleeved Extension Cable,"Material: Heavy Duty Nylon Sleeve
Wire Gauge: 16 AWG Copper
Terminal: High Conductivity Copper",Out of Stock,€12.90,,icable-mb-24p-individual-sleeved-extension-cable-4713436747390
Keyboard A4Tech FK10 RUSSIAN FSTYLER SLEEK MULTIMEDIA,"Wired Keyboard
slim profile
USB Interface
Ideal for fast typing
Layout RU-EN",Out of Stock,€12.90,,keyboard-a4tech-fk10-russian-fstyler-sleek-multimedia-4711421802116
Alcatroz X-Craft Pro Twilight 2000 Gaming Mouse,"Rubberized finsihing enhances grip and comfort 
Blacklight with graphic design 
5-programmable buttons 
4800CPI gaming optical mouse 
7-colours light FX-effects
6-Buttons optical gaming mouse 
Braided USB cable length: 1.8m",Out of Stock,€12.99,,alcatroz-x-craft-pro-twilight-2000-gaming-mouse
Spare wheels for gaming chair LC-CASTERS-1BB 77.0008,Spare wheel for Gaming Chair (set of 5),Out of Stock,€13.00,,spare-wheels-for-gaming-chair-lc-casters-1bb-770008
LogiLink HDD caddy for 9.5 mm Universal CD/DVD-ROM,"HDD Caddy it is device to add more storage space to your laptop or Macbook Pro! With HDD Caddy you can add a second internal disk HDD or SSD to your laptop
Form Factor: 2.5""
Caddy High 9.5mm
 Connection: SATA 
Material: Aluminum",Out of Stock,€13.00,,logilink-hdd-caddy-for-95-mm-universal-cd-dvd-rom
Unitek Y-5118CA DisplayPort to HDMI Cable 1.8m Black,Cable Type:Displayport|Display Port Type:DP to HDMI|Length:1.8m,Out of Stock,€13.00,,unitek-y-5118ca-displayport-to-hdmi-cable-18m-black-4894160010476
Unitek HDE USB-C to SATA6G 2.5'' HDD/SSD Enclosure Y-3036A,"Size:2.5""|Housing Material:Plastic|Transfer Speed:USB3.0 5Gbps",Out of Stock,€13.00,,unitek-hde-usb-c-to-sata6g-25-hdd-ssd-enclosure-y-3036a
Universal laptop bag 15.6 ''  black,"A comfortable model with a handle,Compatibility: laptops up to 15.6''
This bag is distinguished by a splash-resistant coating and a padded interior,
which make your device fully protected against both rain and mechanical damage.",Out of Stock,€13.00,,universal-laptop-bag-156-black-9145576261262
Keyboard AQPROX MX220 APPMX220GR GREEK LAYOUT,"Membrane Keyboard
USB Connect
layout GR",Out of Stock,€13.00,,keyboard-aqprox-mx220-appmx220gr-greek-layout-8435099529538
Gigabit Network PCI express card PCIe x1,"10/100/1000Mbps PCIe Adapter
32-bit PCIe interface, saving the finite chassis space
Wake-on-LAN, convenient to manage over LAN",Out of Stock,€13.00,,gigabit-network-pci-express-card-pcie-x1-6935364001049
Wi-Fi adapter Tenda W311MI 150 Mbps,"Interface:USB-A
Wi-Fi Speed:150 Mbps
Compatible with 802.11g/b devices",Out of Stock,€13.00,,wi-fi-adapter-tenda-w311mi-150-mbps-6932849427714
"Unitek Y-3036 USB 3.0 2.5"" SATA HDD Enclosure","Size:2.5""|Housing Material:Plastic|Transfer Speed:USB3.0 5Gbps",Out of Stock,€13.29,,unitek-y-3036-usb-30-25-sata-hdd-enclosure
Unitek DPC Mini DP to Mini DP Cable 2.0m Y-C613BK,Cable Type:Mini Displayport|Display Port Type:Mini DP to DP|Length:2.0m,Out of Stock,€13.29,,unitek-dpc-mini-dp-to-mini-dp-cable-20m-y-c613bk
Alcatroz Airmouse Pro 5C Wireless Silent Mouse USB-A &...,Type:Wireless|Dpi:1600|Wireless Type:2.4GHz|Silent:Yes,Out of Stock,€13.29,,alcatroz-airmouse-pro-5c-wireless-silent-mouse-usb-a-usb-c-dongle-black
Mercury IEC RA Power Cable 5.0m Bag 114.025UK,Type:IEC|Length:5.0m,Out of Stock,€13.40,,mercury-iec-ra-power-cable-50m-bag-114025uk
Techlink iWiresPRO Optical Cable 1.0m 711211,Type:Optical|Length:1.0m,Out of Stock,€13.49,,techlink-iwirespro-optical-cable-10m-711211-5026242002546
Techlink iWiresPRO 2RCA to 2RCA Cable 2.0m 711032,Type:2RCA|Length:2.0m,Out of Stock,€13.49,,techlink-iwirespro-2rca-to-2rca-cable-20m-711032
AV:Link Toslink Optical Lead 5.0m 112.204UK,Type:Optical|Length:5.0m,Out of Stock,€13.49,,av-link-toslink-optical-lead-50m-112204uk
Armaggeddon Infineon Ring 3 RGB Fan,Type:Fan|LED TYPE:Single|Color:RGB,Out of Stock,€13.50,,armaggeddon-infineon-ring-3-rgb-fan-8886411986018
Unitek Y-6332 DisplayPort to 4K HDMI Converter,Input:Displayport|HDMI Output:Yes,Out of Stock,€13.50,,unitek-y-6332-displayport-to-4k-hdmi-converter-4894160019400
PNY XLR8 PS5 SSD Cover with Integrated Heatsink,Type:SSD|Form Factor:M.2|Use:Internal,Out of Stock,€13.50,,pny-xlr8-ps5-ssd-cover-with-integrated-heatsink
Addlink 32 GB Micro SDHC class 10,"Speed Class: Class 10
Capacity: 32 GB
Up to 85 MB/s read
Warranty: 5 Year",Out of Stock,€13.50,,addlink-32-gb-micro-sdhc-class-10-4712927860105
EPSON MAINTENANCE BOX EWMB1 / T04D0,"Compatible models Epson L7160, L7180",Out of Stock,€13.50,,epson-maintenance-box-ewmb1-t04d0
Mercury IEC Lead 5.0m 10A Bag 114.011UK,Type:IEC|Length:5.0m,Out of Stock,€13.70,,mercury-iec-lead-50m-10a-bag-114011uk
Keyboard Combo Classic Wired CNE-CSET1,"Wired keyboard
Interface  USB
Water proof keyboard
Layout US GR",Out of Stock,€13.80,,keyboard-combo-classic-wired-cne-cset1
Armaggeddon Scorpion 7 Pro-Gaming Mouse with Free Mousepad,Mouse Type:Wired|Type:Wired|Dpi:4800|Extras:RGB customizable lights|Light FX:Yes,Out of Stock,€13.90,,armaggeddon-scorpion-7-pro-gaming-mouse
Natec TIME ZONE MAP XL Mousepad Grey Black,No description available,Out of Stock,€13.90,,natec-time-zone-map-xl-mousepad-grey-black
Unitek C11041BK HDMI 2.0 Cable 4K HDR & ARC 5.0m Black,Type:HDMI|Length:5.0m|Version:2.0,Out of Stock,€13.90,,unitek-c11041bk-hdmi-20-cable-4k-hdr-arc-50m-black
SanDisk 32GB Ultra Dual Drive USB Type-C - USB 3.1...,"Color Black, Silver
Memory Storage Capacity 32 GB
Hardware Interface USB 3.0
Read Speed 150 Megabytes Per Second",Out of Stock,€13.90,,sandisk-32gb-ultra-dual-drive-usb-type-c-usb-31-sdddc2-032g-g46
Verbatim V3 USB 64 GB,"64 GB Storage 
USB 3.2
Read speed: Up to 80MB/s
Write speed: Up to 25MB/s",Out of Stock,€13.90,,verbatim-v3-usb-64-gb-023942491743
PNY Attache 4 USB 3.1 Stick 128GB Black,Capacity:128GB|Speed:USB 3.1,Out of Stock,€13.99,,pny-attache-4-usb-31-stick-128gb-black
Armaggeddon Saber Chroma Dual Gaming PC Fan,Type:Fan|Fan Type:Saber|LED TYPE:Dual|Color:Multi Color,Out of Stock,€13.99,,armaggeddon-saber-chroma-dual-gaming-pc-fan
Unitek C11060BK-2M 8K HDMI 2.1 120Hz Cable 2.0m,Type:HDMI|Length:2.0m|Version:2.1,Out of Stock,€14.00,,unitek-c11060bk-2m-8k-hdmi-21-120hz-cable-20m
"ORICO 3.5"" Hard Drive Enclosure USB3.0  3139U3","Product Code: ORICO 3139U3
Material: High Intensity PC Material
Color : Transparent
Supported Specification: 3.5 inch SATA HDD
Output Interface: USB3.0 Micro B",Out of Stock,€14.00,,orico-35-hard-drive-enclosure-usb30-3139u3-6936761868839
DVI-D 24+1 pin Male to Male / 2m,"Cable for Digital Visual Interface DVI TV- and Monitor Cable Dual Link
DVI 24+1 male to DVI 24+1 male Dual-Link-wiring ( 23 contacts 1:1 ) Cable UL 20276, double shielded with Ferrit core Molded hoods with thumbscrews Suitable for resolutions up...",Out of Stock,€14.00,,dvi-d-241-pin-male-to-male-2m
TV Wall Mount Ewent EW1506 23-42 inch,"The EW1506 Easy Fix TV Wall Mount M is the ideal solution for mounting your TV
(23 inch up to 42 inch, max weight 35 kg) extremely close to the wall.
The mount has a 19.5 mm slim profile and is suitable for all TVs with
a VESA 50x50, 75x75,...",Out of Stock,€14.00,,tv-wall-mount-ewent-ew1506-23-42-inch
Mousepad Razer Gigantus V2 Medium,"Dimensions: 360 x 275 mm 
thickness of 3 mm
Rubber foam with anti slip base",Out of Stock,€14.00,,mousepad-razer-gigantus-v2-medium-8886419318538
SanDisk 64GB Ultra Dual Drive USB Type-C - USB 3.1...,"Color Black, Silver
Memory Storage Capacity 64 GB
Hardware Interface USB 3.0
Read Speed 150 Megabytes Per Second",Out of Stock,€14.00,,sandisk-64gb-ultra-dual-drive-usb-type-c-usb-31-sdddc2-064g-g46
Logilink UA0106 ENCLOSURE 2.5 SATA USB 3.0 ALUMINIUM,"Suitable for 2.5"" SATA HDD/SSD
SATA III interface with up to 6 Gbit/s data transfer
USB 3.0 up to 5 Gbit/s
Plug-and-play – no driver installation needed
Include cable in package",Out of Stock,€14.00,,logilink-ua0106-enclosure-25-sata-usb-30-aluminium
Case FAN Be Quiet PURE WINGS 2 140 mm BL047,"FAN Size: 140 mm
Fan Speed max 1000 RPM
Connectivity: 3-Pin 
Warranty: 1 Year",Out of Stock,€14.00,,case-fan-be-quiet-pure-wings-2-140-mm-bl047
M.2 TO 2.5 SATA ENCLOSURE CONVERTER LOGILINK AD0019,"For m.2 SSD Disks 2230/2242/2260/2280 mm
No driver installation required
Compatible with B+M Key M.2 NGFF(SATA)",Out of Stock,€14.00,,m2-to-25-sata-enclosure-converter-logilink-ad0019-
ORICO TYPE C TO HDMI ADAPTER CTH-GY-BP,"Input interface : Type-C
Output interface : HDMI
Video standard : 4K@60Hz",Out of Stock,€14.00,,orico-type-c-to-hdmi-adapter-cth-gy-bp
Lanberg NC-0300-WIE 300Mbps USB Wi-Fi Adapter,Interface:USB-A|Wi-Fi Speed:300Mbps,Out of Stock,€14.00,,lanberg-nc-0300-wie-300mbps-usb-wi-fi-adapter
LOGILINK ADAPTER S-ATA TO IDE (bi-directional),"Converter S-ATA to IDE or backward (bi-directional)Connector 1: S-ATA male, Connector 2: IDE 40-pin female (PATA)For Mainboard, Controller, Harddisk, DVDConversion Type switch, Standardized connectorsNo drivers neededLED for operation and...",Out of Stock,€14.00,,logilink-adapter-s-ata-to-ide-bi-directional
Prolink Patch cord Cat 6 UTP 20 m Ethernet Cable,"UTP CAT 6 250MHz Bulk cable
Connector RJ-45 metallic
Jacket Material: Double sheath, PVC Inner Sheath
UV PVC Outer Sheath
20 m Lenght",Out of Stock,€14.00,,prolink-patch-cord-cat-6-utp-20-m-ethernet-cable
Mousepad Razer Goliathus Mobile,"Dimensions: 50 x 50 mm Textile surface with perfect balance for either speed or control
thickness of 2.5 mm",Out of Stock,€14.00,,mousepad-razer-goliathus-mobile-8886419317487
Unitek C1812EBK CAT7 SSTP Pure Copper Ethernet Cable 5.0m...,Type:Cat7|Conductor:Copper|Length:5.0m|Colour:Black,Out of Stock,€14.15,,unitek-c1812ebk-cat7-sstp-pure-copper-ethernet-cable-50m-black
DigitMX DMX-VSW21B Mini VGA Switch 2x1,No description available,Out of Stock,€14.20,,digitmx-dmx-vsw21b-mini-vga-switch-2x1
Unitek Y-3089 USB 3.0 Hub 4 ports,"Best solution for expansion need.
	USB3.0 provides super speed data transfer rate up to 5GBPS.
	Plug and play, without complicated driver installation.
	Compatible with USB2.0 / 1.1.
	With an optional power port (Micro USB). By connecting...",Out of Stock,€14.24,,unitek-y-3089-usb-30-hub-4-ports-4894160017222
Unitek Y-1096A USB-C 3.1 to SATA6G Converter 2.5'',"Size:2.5""|Transfer Speed:USB3.1 5Gbps",Out of Stock,€14.24,,unitek-y-1096a-usb-c-31-to-sata6g-converter-25--4894160040688
Alcatroz X-Craft XC1000 Gaming Keyboard & Mouse Combo,Type:Wired|Dpi:1200|Light Effect:Backlight|Mechanical Keys:Yes|Light FX:Yes,Out of Stock,€14.24,,alcatroz-x-craft-xc1000-gaming-keyboard-mouse-combo-8886411961862
Unitek MC Type-C Extension Cable PD100W 1.0m C14086BK-1M,Cable Type:USB|USB Type:USB-C to USB-C Extension|Length:1.0m,Out of Stock,€14.24,,unitek-mc-type-c-extension-cable-pd100w-10m-c14086bk-1m
Unitek C1606BNI DisplayPort V1.4 Cable 8K 60Hz 1m Silver,Cable Type:Displayport|Version:1.4|Display Port Type:DP to DP|Length:1.0m,Out of Stock,€14.24,,unitek-c1606bni-displayport-v14-cable-8k-60hz-1m-silver
Unitek Y-5118F DisplayPort to VGA Cable 1.8m Black/Gold...,Cable Type:Displayport|Display Port Type:DP to VGA|Length:1.8m,Out of Stock,€14.25,,unitek-y-5118f-displayport-to-vga-cable-18m-black-gold-plated
Unitek Y-C813ABL Patch Cable CAT6 Blue 10.0m,Type:Cat6|Conductor:Copper|Length:10.0m|Colour:Blue,Out of Stock,€14.25,,unitek-y-c813abl-patch-cable-cat6-blue-100m
Kuwes Patch Cable CAT6 Pure Copper Grey 10.0m,Type:Cat6|Conductor:Copper|Length:10.0m|Colour:Grey,Out of Stock,€14.25,,kuwes-patch-cable-cat6-pure-copper-grey-100m
Unitek Y-C609BK DisplayPort Cable M-M 3.0m,Cable Type:Displayport|Display Port Type:DP to DP|Length:3.0m,Out of Stock,€14.25,,unitek-y-c609bk-displayport-cable-m-m-30m
Alcatroz X-Craft Pro Tron 5000 Gaming Mouse,Mouse Type:Wired|Use:Gaming|Type:Wired|Dpi:2000-3200|Extras:Graphic Lighting effect,Out of Stock,€14.27,,alcatroz-x-craft-pro-tron-5000-gaming-mouse
Techlink WiresXS 2RCA to 2RCA 3.0m 700033,Type:2RCA|Length:3.0m,Out of Stock,€14.39,,techlink-wiresxs-2rca-to-2rca-30m-700033
Unitek C1048GB Premium Certified HDMI2.0 Cable 2.0m,Type:HDMI|Length:2.0m|Version:2.0,Out of Stock,€14.39,,unitek-c1048gb-premium-certified-hdmi20-cable-20m
Verbatim USB Drive 3.2 Pinstripe 128GB Black,Capacity:128GB|Speed:USB 3.2,Out of Stock,€14.49,,verbatim-usb-drive-32-pinstripe-128gb-black
TA 4 GB DDR3 1600 Mhz DIMM RAM,"Type : DDR3
Speed : 1600 Mhz (PC 12800)
Capacity 4 GB
UDIMM 240 pin
Warranty 3 Year",Out of Stock,€14.50,,ta-4-gb-ddr3-1600-mhz-dimm-ram
Armaggeddon AS-29R Pro Gaming RGB Mousepad,Type:Mousemat|Extras:RGB lights|Light FX:Yes,Out of Stock,€14.50,,armaggeddon-as-29r-pro-gaming-rgb-mousepad
Verbatim Mouse Wireless GO NANO Black,Type:Wireless|Dpi:1600|Wireless Type:2.4GHz,Out of Stock,€14.80,,verbatim-mouse-wireless-go-nano-black
Lenovo Carry Case Ultra Sleeve 10 / GX40P57133,"The 10” Ultra Slim Sleeve is designed for Lenovo ultra-slim and detachable laptops. Made of durable soft-touch fabric with three pockets, thes sleeve is especially suitable for carrying and protecting your laptop every day. Its unique, stylish...",Out of Stock,€14.90,,lenovo-carry-case-ultra-sleeve-10-gx40p57133--0191927765803
TV wall mount bracket PLB-2N 32 - 60 inch 75 Kg,"Screen Size 32""-60""
VESA 600 x 400
MAterial : steel
Max load capacity: 75 Kg
Tilting: -15 to +15 degree",Out of Stock,€14.90,,tv-wall-mount-bracket-plb-2n-32-60-inch-75-kg
Xigmatek Apache Plus,"Apache Plus is the new released CPU cooler from Xigmatek, designed with aluminum base material and fin alloy to achieve excellent heat dissipation, 7 blades and long life hydro bearing to provide great air flow and long lifetime.",Out of Stock,€14.90,,xigmatek-apache-plus-4713436742296
HP Keyboard K1500,"Connector: USB
Minimum system requirements:  Available USB port; Compatible with Microsoft® Windows® XP and Vista/7
Dimensions:  (W X D X H) 17.32 x 5.94 x 9.44 in",Out of Stock,€14.90,,hp-keyboard-k1500
Alcatroz Airmouse Duo 7X Wireless/BT Mouse Black,Type:Wireless|Dpi:1600|Wireless Type:2.4GHz+Bluetooth|Silent:Yes,Out of Stock,€15.00,,alcatroz-airmouse-duo-7x-wireless-bt-mouse-black
8-port TP-LINK TL-SF1008D,"Number of Ports: 8
Port Connector: RJ-45
Network/Transport Protocol: TCP/IP CSMA/CD
Warranty: 24 Month",Out of Stock,€15.00,,8-port-tp-link-tl-sf1008d-6935364020064
